0.068520	0.301490	4-100-0-LOG
0.659042	0.892011	3-100-0-LIN
0.659042	0.892011	1-100-0-LIN
0.952434	1.185403	4-100-0-LOG
1.246449	1.479418	5-100-0-LOG
1.541710	1.774679	2-100-0-LIN
1.541710	1.774679	3-100-0-LIN
2.129130	2.362100	5-100-0-LOG
2.424886	2.657856	4-100-0-LOG
3.011693	3.244662	1-100-0-LIN
3.011693	3.244662	3-100-0-LIN
3.309216	3.542185	4-100-0-LOG
3.601373	3.834342	5-100-0-LOG
3.895313	4.128282	2-100-0-LIN
3.895313	4.128282	3-100-0-LIN
4.189584	4.422553	2-100-0-LIN
4.189584	4.422553	3-100-0-LIN
4.484729	4.717699	5-100-0-LOG
4.778772	5.011742	4-100-0-LOG
5.367204	5.600173	3-100-0-LIN
5.367204	5.600173	1-100-0-LIN
5.660596	5.893565	4-100-0-LOG
5.954611	6.187580	5-100-0-LOG
6.249872	6.482841	2-100-0-LIN
6.249872	6.482841	3-100-0-LIN
6.542955	6.775924	2-100-0-LIN
6.542955	6.775924	3-100-0-LIN
6.837292	7.070262	5-100-0-LOG
7.133049	7.366019	4-100-0-LOG
7.425926	7.658895	3-100-0-LIN
7.425926	7.658895	1-100-0-LIN
7.719855	7.952824	4-100-0-LOG
8.017378	8.250347	5-100-0-LOG
8.600913	8.769786	5-100-0-LIN
8.894500	9.076520	4-100-0-LIN
9.190295	9.350197	3-100-0-LIN
9.482097	9.715067	4-100-0-LOG
10.072619	10.305588	3-100-0-LIN
10.072619	10.305588	1-100-0-LIN
10.366011	10.598980	4-100-0-LOG
10.660026	10.892995	5-100-0-LOG
10.955287	11.188256	2-100-0-LIN
10.955287	11.188256	3-100-0-LIN
11.542707	11.775677	5-100-0-LOG
11.838464	12.071434	4-100-0-LOG
12.131190	12.323173	3-100-0-LIN
12.422569	12.614552	1-100-0-LIN
12.719605	12.911588	3-100-0-LIN
13.013543	13.205525	4-100-0-LIN
13.307698	13.476571	5-100-0-LIN
13.601821	13.793804	2-100-0-LIN
13.895802	14.087785	3-100-0-LIN
14.189911	14.422881	4-100-0-LOG
14.778343	15.011312	3-100-0-LIN
