0.022421	0.075416	5-50-0-LIN
0.605618	0.658613	5-50-0-LIN
1.189325	1.242319	5-50-0-LIN
1.335570	1.388565	4-60-0-LIN
1.626022	1.679017	4-50-0-LIN
1.771248	1.824243	2-100-0-LIN
1.919022	1.972017	4-50-0-LIN
2.062210	2.115204	2-80-0-LIN
2.208964	2.261959	4-50-0-LIN
2.353171	2.553430	3-100-0-LIN
2.642604	2.842863	3-100-0-LIN
2.936114	3.136373	4-50-0-LIN
3.225546	3.364148	4-50-0-LIN
3.373433	3.627523	3-100-0-LIN
3.660715	3.860974	3-100-0-LIN
3.952186	4.090788	3-100-0-LIN
4.100622	4.360789	5-50-0-LIN
4.683508	4.883767	3-100-0-LIN
4.974149	5.174408	3-100-0-LIN
5.265719	5.465978	4-100-0-LIN
5.557545	5.696146	4-100-0-LIN
5.703393	5.908157	5-100-0-LIN
5.994900	6.185876	5-100-0-LIN
5.994900	6.185876	1-100-0-EXP
6.286506	6.411994	5-100-0-LIN
6.286506	6.411994	1-100-0-EXP
6.430000	6.717287	3-100-0-LIN
6.433000	6.718947	1-100-0-EXP
6.435000	6.720606	2-100-0-EXP
6.436887	6.722011	4-100-0-EXP
6.439000	6.723351	5-100-0-EXP
7.013992	7.214251	3-100-0-LIN
7.304286	7.516070	3-100-0-LIN
7.597005	7.830714	4-50-0-LIN
7.885894	8.024496	4-50-0-LIN
8.030503	8.265840	3-100-0-LIN
8.322584	8.522843	3-100-0-LIN
8.609941	8.748543	3-100-0-LIN
8.755599	8.960362	5-50-0-LIN
9.343590	9.543849	3-100-0-LIN
9.631203	9.831462	3-100-0-LIN
9.920412	10.120671	4-100-0-LIN
10.216734	10.355335	4-100-0-LIN
10.361470	10.392187	1-100-0-LIN
10.361645	10.500247	5-100-0-LIN
10.392363	10.446490	2-100-0-LIN
10.446490	10.489383	4-100-0-LIN
10.489383	10.521042	1-80-0-LIN
10.521042	10.575169	2-70-0-LIN
10.575169	10.600190	4-65-0-LIN
10.600190	10.631849	1-60-0-LIN
10.631849	10.688784	2-60-0-LIN
10.688784	10.715082	4-50-0-LIN
10.715082	10.746741	1-40-0-LIN
10.746741	10.799974	2-30-0-LIN
10.801123	10.829718	1-100-0-LIN
10.899419	10.928015	2-100-0-LIN
10.995929	11.024524	1-100-0-LIN
11.092310	11.120906	4-100-0-LIN
11.237457	11.266052	5-100-0-LIN
11.382987	11.411582	1-100-0-LIN
11.382987	11.411582	2-100-0-LIN
11.529538	11.558133	4-100-0-LIN
11.529538	11.558133	5-100-0-LIN
11.674047	11.687834	5-50-0-EXP
11.674047	11.724088	1-100-0-LIN
11.674047	11.724088	2-100-0-LIN
11.674047	11.821108	3-100-0-EXP
11.821220	11.835007	5-50-0-EXP
11.964085	12.016169	1-100-0-LIN
11.964085	12.016169	2-100-0-LIN
11.964085	12.111147	3-100-0-EXP
11.964085	11.977872	5-50-0-EXP
12.111131	12.124918	5-50-0-EXP
12.251060	12.430291	5-100-0-LIN
12.251060	12.407823	4-50-0-LIN
12.546204	12.681011	4-50-0-LIN
12.546204	12.559991	5-50-0-EXP
12.691224	12.705011	5-50-0-EXP
12.691224	12.741265	1-100-0-LIN
12.691224	12.741265	2-100-0-LIN
12.691224	12.838285	3-100-0-EXP
12.840839	12.854626	5-50-0-EXP
12.983305	12.997092	5-50-0-EXP
12.983313	13.033354	1-100-0-LIN
12.983313	13.033354	2-100-0-LIN
12.983313	13.130374	3-100-0-EXP
13.131898	13.145685	5-50-0-EXP
13.132026	13.413894	1-100-0-LOG
13.277173	13.290960	5-50-0-EXP
13.421681	13.603466	5-100-0-LIN
13.579849	13.879590	4-100-0-LOG
14.008013	14.008013	1-100-0-LIN
14.008013	14.008013	2-100-0-LIN
14.008013	14.008013	5-50-0-EXP
14.008652	14.155713	3-100-0-EXP
14.144735	14.144735	5-50-0-EXP
14.294605	14.441667	3-100-0-EXP
14.294860	14.294860	1-100-0-LIN
14.294860	14.294860	2-100-0-LIN
14.294860	14.294860	5-50-0-EXP
14.440390	14.440390	5-50-0-EXP
14.588729	14.745492	4-50-0-LIN
14.588984	14.768215	5-100-0-LIN
14.878512	14.878512	5-50-0-EXP
14.878767	15.009489	4-50-0-LIN
15.024807	15.024807	5-50-0-EXP
15.025829	15.172890	3-100-0-EXP
15.171359	15.171359	5-50-0-EXP
15.315357	15.315357	3-100-0-EXP
15.315357	15.315357	2-100-0-LIN
15.315357	15.315357	1-100-0-LIN
15.315357	15.315357	5-50-0-EXP
15.462929	15.744797	1-100-0-LOG
15.464078	15.464078	5-50-0-EXP
15.606544	15.606544	5-50-0-EXP
15.753925	15.933156	5-100-0-LIN
15.914327	16.214067	4-100-0-LOG
16.330012	16.363969	1-50-0-LIN
16.363714	16.417841	2-60-0-LIN
16.418064	16.460957	4-70-0-LIN
16.460957	16.492616	1-80-0-LIN
16.492872	16.546999	2-90-0-LIN
16.546999	16.589892	4-100-0-LIN
16.589892	16.634955	1-100-0-LIN
16.634955	16.691124	2-100-0-LIN
78.106000	78.106122	END
